       1.010237220735e-05       1.186084290217e+01 
       1.271813309124e-05       1.481715745176e+01 
       1.601118093914e-05       1.851031883526e+01 
       2.015688255712e-05       2.312396532251e+01 
       2.537601167371e-05       2.888749021513e+01 
       3.194650594602e-05       3.608741773362e+01 
       4.021826815348e-05       4.508161639917e+01 
       5.063179979677e-05       5.631698974203e+01 
       6.374165940903e-05       7.035152479816e+01 
       8.024599481995e-05       8.788167054166e+01 
       1.010237220735e-04       1.097762481384e+02 
       1.271813309124e-04       1.371182359816e+02 
       1.601118093914e-04       1.712558284945e+02 
       2.015688255712e-04       2.138640246334e+02 
       2.537601167371e-04       2.670173570795e+02 
       3.194650594602e-04       3.332728563658e+02 
       4.021826815348e-04       4.157593577775e+02 
       5.063179979677e-04       5.182642999059e+02 
       6.374165940903e-04       6.453025928082e+02 
       8.024599481995e-04       8.021463313262e+02 
       1.010237220735e-03       9.947919625157e+02 
       1.271813309124e-03       1.229831819201e+03 
       1.601118093914e-03       1.514137833892e+03 
       2.015688255712e-03       1.854169016711e+03 
       2.537601167371e-03       2.254805841691e+03 
       3.194650594602e-03       2.717796650889e+03 
       4.021826815348e-03       3.239592591724e+03 
       5.063179979677e-03       3.808671109777e+03 
       6.374165940903e-03       4.402579533756e+03 
       8.024599481995e-03       4.985271276447e+03 
       1.010237220735e-02       5.504473812079e+03 
       1.271813309124e-02       5.892737307008e+03 
       1.601118093906e-02       6.071814227515e+03 
       2.015688217816e-02       5.970316044907e+03 
       2.537578023866e-02       5.558419844672e+03 
       3.191973335358e-02       4.900902500480e+03 
       3.946217182828e-02       4.217018478234e+03 
       4.554288150601e-02       3.789490040388e+03 
       5.001103555412e-02       3.535390134570e+03 
       5.374054962037e-02       3.348722260595e+03 
       5.709191111373e-02       3.192141955804e+03 
       6.022935648316e-02       3.049947931616e+03 
       6.324127752976e-02       2.914636791562e+03 
       6.618131249851e-02       2.782472885389e+03 
       6.908501384540e-02       2.652126246676e+03 
       7.197761805006e-02       2.523455215176e+03 
       7.487806543872e-02       2.397138135142e+03 
       7.780125236768e-02       2.274513839034e+03 
       8.075937448062e-02       2.157063313010e+03 
       8.376276910312e-02       2.046243988333e+03 
       8.682046562556e-02       1.943247699905e+03 
       8.994055745224e-02       1.848864186935e+03 
       9.313046048265e-02       1.763345278152e+03 
       9.639709690800e-02       1.686236147954e+03 
       9.974702834454e-02       1.616547007202e+03 
       1.031865536713e-01       1.552680323042e+03 
       1.067217816968e-01       1.492717649165e+03 
       1.103586855089e-01       1.434583461704e+03 
       1.141031432797e-01       1.376379714699e+03 
       1.179609689383e-01       1.316669832638e+03 
       1.219379352335e-01       1.254848443957e+03 
       1.260397911148e-01       1.191095789681e+03 
       1.302722749635e-01       1.126535655352e+03 
       1.346411249439e-01       1.062938015621e+03 
       1.391520875730e-01       1.002228881338e+03 
       1.438109254935e-01       9.461233391626e+02 
       1.486234253656e-01       8.955543363095e+02 
       1.535954067475e-01       8.504898867795e+02 
       1.587327328078e-01       8.099927448009e+02 
       1.640413236944e-01       7.723774318610e+02 
       1.695271733738e-01       7.357842495083e+02 
       1.751963707456e-01       6.987937780153e+02 
       1.810551258339e-01       6.608713185220e+02 
       1.871098018629e-01       6.224536334182e+02 
       1.933669540344e-01       5.849850948994e+02 
       1.998333758630e-01       5.498380790571e+02 
       2.065161539778e-01       5.179514666963e+02 
       2.134227324007e-01       4.893102469430e+02 
       2.205609874542e-01       4.629040712196e+02 
       2.279393146656e-01       4.375266339810e+02 
       2.355667293319e-01       4.125940124021e+02 
       2.434529828190e-01       3.880501052366e+02 
       2.516086972178e-01       3.642020792962e+02 
       2.600455217109e-01       3.417534131944e+02 
       2.687763149736e-01       3.211161912681e+02 
       2.778153592122e-01       3.020083192445e+02 
       2.871786131396e-01       2.839378171589e+02 
       2.968840134504e-01       2.664948737586e+02 
       3.069518373994e-01       2.496060193981e+02 
       3.174051432117e-01       2.336341428677e+02 
       3.282703107308e-01       2.186739513559e+02 
       3.395777126085e-01       2.046570740619e+02 
       3.513625575094e-01       1.913388490353e+02 
       3.636659628402e-01       1.785627180995e+02 
       3.765363379399e-01       1.664242778083e+02 
       3.900311935447e-01       1.549819778264e+02 
       4.042195463226e-01       1.441332443192e+02 
       4.191851695889e-01       1.337762911786e+02 
       4.350310724034e-01       1.239073781161e+02 
       4.518858038140e-01       1.145185336758e+02 
       4.699125411327e-01       1.055454803303e+02 
       4.893225536583e-01       9.694552853366e+01 
       5.103957818608e-01       8.868065408556e+01 
       5.335134515778e-01       8.071434939517e+01 
       5.592119908069e-01       7.298468837560e+01 
       5.882766979428e-01       6.543795833594e+01 
       6.219142761776e-01       5.800266076172e+01 
       6.620931997137e-01       5.058302423508e+01 
       7.122693622254e-01       4.306186636639e+01 
       7.790553876372e-01       3.527877820576e+01 
       8.761460443430e-01       2.708326592789e+01 
       1.030986247133e+00       1.867821535768e+01 
