3.393856e+04  1.666486e-02  5.083463e-01  8.639364e-01  
3.408093e+04  1.704170e-02  6.368556e-01  8.898579e-01  
3.307315e+04  1.662164e-02  5.211933e-01  7.124820e-01  
3.353047e+04  1.722685e-02  4.572071e-01  8.541662e-01  
3.398490e+04  1.564236e-02  5.889212e-01  7.283309e-01  
3.374393e+04  1.576015e-02  6.939591e-01  6.749430e-01  
3.368231e+04  1.726918e-02  4.624214e-01  9.103588e-01  
3.376171e+04  1.689743e-02  5.081046e-01  8.191798e-01  
3.376268e+04  1.624258e-02  6.346134e-01  7.627183e-01  
3.376507e+04  1.717570e-02  5.471841e-01  8.857327e-01  
3.363455e+04  1.657832e-02  5.409843e-01  7.709049e-01  
3.426808e+04  1.706615e-02  6.428928e-01  9.344374e-01  
3.373825e+04  1.540334e-02  8.127756e-01  6.622078e-01  
3.338360e+04  1.631652e-02  5.480535e-01  7.094954e-01  
3.407276e+04  1.724198e-02  5.133598e-01  9.312177e-01  
3.418268e+04  1.686259e-02  6.557836e-01  8.639665e-01  
3.384008e+04  1.646532e-02  5.412867e-01  7.814153e-01  
3.322294e+04  1.830867e-02  3.182950e-01  9.622088e-01  
3.378826e+04  1.669404e-02  4.826189e-01  8.125792e-01  
3.382169e+04  1.757057e-02  5.240857e-01  9.311424e-01  
3.352514e+04  1.843424e-02  3.425289e-01  1.027013e+00  
3.368479e+04  1.662161e-02  6.422369e-01  7.807698e-01  
3.387133e+04  1.680229e-02  6.226124e-01  8.586950e-01  
3.358903e+04  1.838141e-02  3.867889e-01  9.774066e-01  
3.390252e+04  1.765866e-02  4.607580e-01  9.841704e-01  
3.357399e+04  1.718078e-02  5.165549e-01  8.419019e-01  
3.383831e+04  1.645086e-02  6.777333e-01  7.770850e-01  
3.338278e+04  1.859016e-02  3.844437e-01  1.056604e+00  
3.393696e+04  1.610021e-02  5.942292e-01  7.481144e-01  
3.374693e+04  1.715949e-02  5.823828e-01  8.754360e-01  
3.317464e+04  1.768958e-02  4.298661e-01  8.796417e-01  
3.390841e+04  1.681480e-02  5.708749e-01  8.251917e-01  
3.383940e+04  1.633362e-02  5.366131e-01  7.616826e-01  
3.349508e+04  1.705833e-02  5.124267e-01  8.286965e-01  
3.367811e+04  1.626116e-02  5.304767e-01  7.642146e-01  
3.318656e+04  1.782645e-02  4.836459e-01  8.894130e-01  
3.406538e+04  1.625710e-02  7.147016e-01  8.086556e-01  
3.328966e+04  1.751419e-02  4.417994e-01  9.045056e-01  
3.356558e+04  1.741035e-02  4.557485e-01  9.381946e-01  
3.367144e+04  1.740461e-02  5.536310e-01  8.872405e-01  
3.380475e+04  1.533375e-02  7.822546e-01  6.736681e-01  
3.420693e+04  1.584798e-02  6.033171e-01  7.608143e-01  
