       1.041781934365e-05       1.192583847426e+01 
       1.311525750721e-05       1.489835457899e+01 
       1.651113095805e-05       1.861175786397e+01 
       2.078628234055e-05       2.325069043128e+01 
       2.616837905524e-05       2.904581115912e+01 
       3.294403737811e-05       3.628521922179e+01 
       4.147408582240e-05       4.532875407363e+01 
       5.221278057275e-05       5.662579770331e+01 
       6.573199628346e-05       7.073744342868e+01 
       8.275168048921e-05       8.836405567340e+01 
       1.041781934365e-04       1.103794163562e+02 
       1.311525750721e-04       1.378728267113e+02 
       1.651113095805e-04       1.721956812869e+02 
       2.078628234055e-04       2.150407691550e+02 
       2.616837905524e-04       2.684932445428e+02 
       3.294403737811e-04       3.351291104499e+02 
       4.147408582240e-04       4.181043716822e+02 
       5.221278057275e-04       5.212471031513e+02 
       6.573199628346e-04       6.491354704941e+02 
       8.275168048921e-04       8.071426288047e+02 
       1.041781934365e-03       1.001426586436e+03 
       1.311525750721e-03       1.238830307262e+03 
       1.651113095805e-03       1.526553938728e+03 
       2.078628234055e-03       1.871590798390e+03 
       2.616837905524e-03       2.279528529573e+03 
       3.294403737811e-03       2.752975383233e+03 
       4.147408582240e-03       3.289350523160e+03 
       5.221278057275e-03       3.877907958612e+03 
       6.573199628346e-03       4.496122709106e+03 
       8.275168048921e-03       5.105952733555e+03 
       1.041781934365e-02       5.649353894965e+03 
       1.311525750721e-02       6.047021747493e+03 
       1.651113095802e-02       6.201475168405e+03 
       2.078628218334e-02       6.017095561579e+03 
       2.616825776982e-02       5.449930726885e+03 
       3.292706627922e-02       4.587255785882e+03 
       4.090375673920e-02       3.725100654753e+03 
       4.765294973420e-02       3.231455369223e+03 
       5.254341840045e-02       2.989902107180e+03 
       5.657242717665e-02       2.839754029236e+03 
       6.016792290166e-02       2.726629366434e+03 
       6.352033509337e-02       2.627869778129e+03 
       6.673031217510e-02       2.532114201716e+03 
       6.985814215864e-02       2.433348305910e+03 
       7.294339566699e-02       2.328694228297e+03 
       7.601394370784e-02       2.217410895936e+03 
       7.909056966767e-02       2.100524574327e+03 
       8.218953031552e-02       1.980139518337e+03 
       8.532407246831e-02       1.859143099253e+03 
       8.850537869602e-02       1.740934013536e+03 
       9.174318230171e-02       1.628841601339e+03 
       9.504618131174e-02       1.525845493792e+03 
       9.842232525029e-02       1.434257658163e+03 
       1.018790185199e-01       1.355418902463e+03 
       1.054232674125e-01       1.289607740391e+03 
       1.090617879741e-01       1.235941455871e+03 
       1.128010860274e-01       1.192559284207e+03 
       1.166475169838e-01       1.156502733313e+03 
       1.206073307330e-01       1.124208151198e+03 
       1.246867053859e-01       1.091812375100e+03 
       1.288917726434e-01       1.055783600089e+03 
       1.332286369047e-01       1.013604044322e+03 
       1.377033897843e-01       9.643384597811e+02 
       1.423221214160e-01       9.090434338760e+02 
       1.470909297261e-01       8.503811735897e+02 
       1.520159287355e-01       7.921766550218e+02 
       1.571032568692e-01       7.383936520735e+02 
       1.623590862011e-01       6.921344582137e+02 
       1.677896335325e-01       6.548954469872e+02 
       1.734011741811e-01       6.261570553365e+02 
       1.792000593464e-01       6.035179265700e+02 
       1.851927379049e-01       5.835364776159e+02 
       1.913857834891e-01       5.623123764408e+02 
       1.977859277028e-01       5.368953876988e+02 
       2.044001003405e-01       5.067942049184e+02 
       2.112354775114e-01       4.740980601300e+02 
       2.182995386254e-01       4.422024062115e+02 
       2.256001332954e-01       4.141375820047e+02 
       2.331455593585e-01       3.914620044246e+02 
       2.409446534322e-01       3.737525259279e+02 
       2.490068957296e-01       3.586679672342e+02 
       2.573425312699e-01       3.432549112232e+02 
       2.659627101861e-01       3.257628338533e+02 
       2.748796505816e-01       3.064468186323e+02 
       2.841068283770e-01       2.872789076034e+02 
       2.936591999038e-01       2.704860904801e+02 
       3.035534647397e-01       2.567065860256e+02 
       3.138083785920e-01       2.448343049296e+02 
       3.244451291485e-01       2.331158206952e+02 
       3.354877920257e-01       2.205366862133e+02 
       3.469638897281e-01       2.077254254420e+02 
       3.589050845714e-01       1.959198891565e+02 
       3.713480478638e-01       1.856957572671e+02 
       3.843355638900e-01       1.763484269844e+02 
       3.979179509348e-01       1.669893711409e+02 
       4.121549167592e-01       1.575653499267e+02 
       4.271180192472e-01       1.486983031090e+02 
       4.428939855088e-01       1.406040112764e+02 
       4.595892737976e-01       1.329007242522e+02 
       4.773364763584e-01       1.252529454451e+02 
       4.963035206353e-01       1.178952141560e+02 
       5.167072510520e-01       1.109754315326e+02 
       5.388341022985e-01       1.041969725813e+02 
       5.630727044313e-01       9.755984402732e+01 
       5.899674799838e-01       9.111705714404e+01 
       6.203111372484e-01       8.470965019352e+01 
       6.553137046841e-01       7.831943833721e+01 
       6.969329535241e-01       7.181430792494e+01 
       7.485718110837e-01       6.506397484149e+01 
       8.166692120159e-01       5.783971224966e+01 
       9.144598551215e-01       4.983384967833e+01 
       1.068988141533e+00       4.082246602586e+01 
       1.315162513750e+00       3.157288801508e+01 
       1.652858375311e+00       2.388075838808e+01 
       2.080770908345e+00       1.796442731012e+01 
       2.619535166754e+00       1.336564574494e+01 
       3.297799388405e+00       9.771265678312e+00 
       4.151683453062e+00       6.982961304247e+00 
       5.226659800785e+00       4.859627151415e+00 
       6.579974842011e+00       3.285484448417e+00 
       8.283697537574e+00       2.156537000163e+00 
       1.042855733367e+01       1.376485963657e+00 
       1.312877583571e+01       8.573064476511e-01 
       1.652814952532e+01       5.231782703285e-01 
       2.080770744736e+01       3.141014143543e-01 
       2.619535166666e+01       1.861921833856e-01 
       3.297799388405e+01       1.093041095328e-01 
