2.463909e+04  1.510023e-02  6.212551e-01  2.142081e+00  
2.484837e+04  1.479890e-02  6.815228e-01  2.070577e+00  
2.482547e+04  1.504841e-02  7.074500e-01  2.135962e+00  
2.452782e+04  1.544194e-02  6.583585e-01  2.220219e+00  
2.474057e+04  1.539221e-02  6.876930e-01  2.186818e+00  
2.488656e+04  1.480577e-02  7.369699e-01  2.065713e+00  
2.501747e+04  1.480700e-02  7.800062e-01  2.088420e+00  
2.477655e+04  1.507122e-02  7.023882e-01  2.124633e+00  
2.483325e+04  1.497424e-02  6.732631e-01  2.104333e+00  
2.492511e+04  1.499243e-02  7.655960e-01  2.110565e+00  
2.475410e+04  1.512655e-02  6.870320e-01  2.138094e+00  
2.488469e+04  1.505175e-02  7.112073e-01  2.139189e+00  
2.481886e+04  1.494545e-02  6.388249e-01  2.084757e+00  
2.452775e+04  1.533156e-02  6.208656e-01  2.168490e+00  
2.466534e+04  1.524419e-02  6.122733e-01  2.169944e+00  
2.477704e+04  1.506649e-02  6.950792e-01  2.129070e+00  
2.470449e+04  1.513725e-02  6.438881e-01  2.136884e+00  
2.480234e+04  1.510421e-02  7.395388e-01  2.153822e+00  
2.479955e+04  1.510394e-02  6.778522e-01  2.153596e+00  
2.478419e+04  1.509896e-02  6.890486e-01  2.129654e+00  
2.460699e+04  1.505846e-02  7.063226e-01  2.109870e+00  
2.472791e+04  1.506362e-02  6.567579e-01  2.123710e+00  
2.501993e+04  1.480814e-02  8.396093e-01  2.076467e+00  
2.476970e+04  1.513383e-02  6.978081e-01  2.150210e+00  
2.478867e+04  1.483754e-02  7.482727e-01  2.055643e+00  
2.486078e+04  1.486177e-02  7.207330e-01  2.086260e+00  
2.488934e+04  1.495679e-02  6.631661e-01  2.116900e+00  
2.494057e+04  1.497161e-02  6.932153e-01  2.127059e+00  
2.489599e+04  1.486203e-02  8.089008e-01  2.084448e+00  
2.480455e+04  1.492914e-02  7.151338e-01  2.098265e+00  
2.488485e+04  1.511570e-02  7.622950e-01  2.155050e+00  
2.467050e+04  1.534414e-02  6.206036e-01  2.212783e+00  
2.497599e+04  1.495006e-02  6.739226e-01  2.102757e+00  
2.469848e+04  1.512138e-02  6.959606e-01  2.122279e+00  
2.485873e+04  1.486919e-02  7.284610e-01  2.084392e+00  
2.492402e+04  1.496851e-02  6.638422e-01  2.122230e+00  
2.482093e+04  1.500094e-02  7.004331e-01  2.121421e+00  
2.491777e+04  1.481891e-02  7.435425e-01  2.077112e+00  
2.487440e+04  1.477059e-02  7.432788e-01  2.050046e+00  
2.469686e+04  1.495365e-02  5.841801e-01  2.080522e+00  
2.482617e+04  1.503406e-02  7.329699e-01  2.121805e+00  
2.473725e+04  1.490386e-02  6.937651e-01  2.083518e+00  
2.484200e+04  1.498720e-02  7.062200e-01  2.122783e+00  
2.486678e+04  1.499859e-02  6.676042e-01  2.117500e+00  
2.484191e+04  1.506159e-02  7.418139e-01  2.142657e+00  
2.461600e+04  1.513641e-02  7.207555e-01  2.122997e+00  
2.481242e+04  1.493336e-02  7.313813e-01  2.105700e+00  
2.487351e+04  1.493969e-02  7.595513e-01  2.105159e+00  
2.483133e+04  1.483816e-02  7.120963e-01  2.059328e+00  
2.466064e+04  1.501356e-02  6.870125e-01  2.103502e+00  
2.476363e+04  1.510466e-02  6.780593e-01  2.141577e+00  
2.478020e+04  1.489529e-02  6.916718e-01  2.080211e+00  
2.477693e+04  1.508737e-02  7.256783e-01  2.124160e+00  
2.464639e+04  1.532832e-02  6.642815e-01  2.208674e+00  
2.472447e+04  1.525248e-02  7.061671e-01  2.168234e+00  
2.509071e+04  1.479207e-02  7.258443e-01  2.090822e+00  
2.473109e+04  1.497471e-02  6.799111e-01  2.107984e+00  
2.481718e+04  1.509413e-02  6.537203e-01  2.129253e+00  
2.487080e+04  1.488427e-02  6.840720e-01  2.083901e+00  
2.484735e+04  1.506001e-02  7.019844e-01  2.113714e+00  
2.468838e+04  1.517947e-02  6.743147e-01  2.143624e+00  
2.491971e+04  1.502625e-02  7.291116e-01  2.144722e+00  
2.495620e+04  1.485235e-02  7.386754e-01  2.083016e+00  
2.466268e+04  1.535462e-02  6.751358e-01  2.192863e+00  
2.471646e+04  1.515259e-02  6.347753e-01  2.146236e+00  
2.481935e+04  1.500314e-02  6.929765e-01  2.102552e+00  
2.472502e+04  1.515077e-02  6.255969e-01  2.128931e+00  
2.478207e+04  1.522896e-02  7.235881e-01  2.202436e+00  
2.475091e+04  1.515539e-02  6.349702e-01  2.156765e+00  
2.481547e+04  1.495921e-02  7.160427e-01  2.097889e+00  
2.468778e+04  1.517739e-02  6.762762e-01  2.170295e+00  
2.450415e+04  1.517912e-02  5.797140e-01  2.118778e+00  
2.493013e+04  1.497671e-02  7.146143e-01  2.116425e+00  
2.463268e+04  1.520214e-02  6.051931e-01  2.143983e+00  
2.491973e+04  1.486170e-02  7.622710e-01  2.087203e+00  
2.477645e+04  1.501845e-02  6.625630e-01  2.121757e+00  
2.461820e+04  1.513859e-02  6.362297e-01  2.132956e+00  
2.473890e+04  1.522623e-02  6.141350e-01  2.182505e+00  
2.483721e+04  1.509456e-02  7.537092e-01  2.136483e+00  
2.477914e+04  1.500093e-02  7.033819e-01  2.115316e+00  
2.500261e+04  1.515861e-02  6.962140e-01  2.178799e+00  
2.476002e+04  1.518973e-02  6.805650e-01  2.179029e+00  
2.493368e+04  1.493095e-02  6.632206e-01  2.096616e+00  
2.471227e+04  1.516478e-02  6.889138e-01  2.128739e+00  
2.489787e+04  1.479904e-02  7.690852e-01  2.066386e+00  
2.502727e+04  1.485800e-02  7.299951e-01  2.089430e+00  
2.458120e+04  1.524471e-02  6.743931e-01  2.161462e+00  
2.496429e+04  1.475424e-02  7.645310e-01  2.059523e+00  
2.490850e+04  1.499696e-02  7.676080e-01  2.133335e+00  
2.472459e+04  1.514073e-02  6.292693e-01  2.140756e+00  
2.485248e+04  1.502874e-02  7.729633e-01  2.136828e+00  
2.478837e+04  1.499086e-02  7.131059e-01  2.108687e+00  
2.471402e+04  1.531862e-02  6.336437e-01  2.203702e+00  
2.476951e+04  1.518247e-02  6.467572e-01  2.165141e+00  
2.481464e+04  1.508365e-02  7.544150e-01  2.150541e+00  
2.469918e+04  1.512863e-02  7.153014e-01  2.141256e+00  
2.475949e+04  1.493420e-02  7.866116e-01  2.095033e+00  
2.487354e+04  1.507358e-02  7.512388e-01  2.146651e+00  
2.487705e+04  1.497860e-02  7.401153e-01  2.119537e+00  
2.475396e+04  1.506306e-02  6.390924e-01  2.140837e+00  
2.479811e+04  1.526543e-02  6.783075e-01  2.186238e+00  
2.471470e+04  1.502835e-02  6.568966e-01  2.101767e+00  
2.475734e+04  1.516364e-02  7.149725e-01  2.160948e+00  
2.457336e+04  1.550217e-02  6.039167e-01  2.237975e+00  
2.462113e+04  1.529749e-02  6.764093e-01  2.176645e+00  
2.496016e+04  1.484005e-02  7.284233e-01  2.076440e+00  
2.484645e+04  1.489748e-02  7.181987e-01  2.087987e+00  
2.493967e+04  1.484796e-02  7.668266e-01  2.063470e+00  
2.484772e+04  1.496103e-02  6.863365e-01  2.111501e+00  
2.472221e+04  1.517602e-02  6.538800e-01  2.141489e+00  
2.461016e+04  1.533657e-02  6.297348e-01  2.190946e+00  
2.497240e+04  1.496191e-02  7.265891e-01  2.129931e+00  
2.471190e+04  1.510332e-02  6.517681e-01  2.152754e+00  
